Directory Name,Species,Common name,Other species names,Species Taxonomy ID,Taxonomic Lineage,Assembly name,NCBI accession,Source of assembly,NCBI assembly name,NCBI assembly status,Assembly submission date,Assembly submitter organization,contig N50 (bp),scaffold N50 (bp),No. ancestral genes with intact ORF,No. ancestral genes with inactivating mutations,No. ancestral genes with missing sequences
Sapayoa_aenigma__broad-billed_sapayoa__HLsapAen1__GCA_013398745.1,Sapayoa aenigma,broad-billed sapayoa,,239371,Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Tyrannidae; Sapayoa,HLsapAen1,GCA_013398745.1,NCBI,ASM1339874v1,Scaffold,2020-07-10,B10K Consortium,60157,363559,-1.0,-1.0,-1.0
Sayornis_phoebe__Eastern_phoebe__HLsayPhoe1A__GCA_055470965.1,Sayornis phoebe,Eastern phoebe,"Muscicapa phoebe,dusky flycatcher",56315,Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Tyrannidae; Sayornis,HLsayPhoe1A,GCA_055470965.1,NCBI,bSayPho3.hap1,Chromosome,2026-02-24,Vertebrate Genomes Project,18464113,64623597,,,
Tachuris_rubrigastra__Many_colored_rush_tyrant__HLtacRub1__GCA_013396555.1,Tachuris rubrigastra,Many colored rush tyrant,,495162,Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Tyrannidae; Tachuris,HLtacRub1,GCA_013396555.1,NCBI,ASM1339655v1,Scaffold,2020-07-10,B10K Consortium,66111,2761092,-1.0,-1.0,-1.0
Tyrannus_savana__Fork-tailed_flycatcher__HLtyrSav1__GCA_013399735.1,Tyrannus savana,Fork-tailed flycatcher,,137541,Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Tyrannidae; Tyrannus,HLtyrSav1,GCA_013399735.1,NCBI,ASM1339973v1,Scaffold,2020-07-10,B10K Consortium,72317,436182,-1.0,-1.0,-1.0
Eolophus_roseicapillus__galah__HLeolRos1__GCA_013397615.1,Eolophus roseicapillus,galah,"Eolophus roseicapilla,rose-breasted cockatoo",176039,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Cacatuidae; Eolophus,HLeolRos1,GCA_013397615.1,NCBI,ASM1339761v1,Scaffold,2020-07-10,B10K Consortium,21735,418393,-1.0,-1.0,-1.0
Cacatua_leadbeateri__Major_Mitchells_cockatoo__HLcacLea1__GCA_010015045.1,Cacatua leadbeateri,Major Mitchells cockatoo,"Lophochroa leadbeateri,pink cockatoo",471713,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Cacatuidae; Lophochroa,HLcacLea1,GCA_010015045.1,NCBI,ASM1001504v1,Scaffold,2020-01-30,IRIDIAN GENOMES,516623,7891727,-1.0,-1.0,-1.0
Probosciger_aterrimus__palm_cockatoo__HLproAte1__GCA_013397665.1,Probosciger aterrimus,palm cockatoo,"Psittacus aterrimus,Probosciger atterimus,goliath cockatoo",141839,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Cacatuidae; Probosciger,HLproAte1,GCA_013397665.1,NCBI,ASM1339766v1,Scaffold,2020-07-10,B10K Consortium,32274,198462,-1.0,-1.0,-1.0
Agapornis_fischeri__Fischers_lovebird__HLagaFisc1__GCA_051622115.1,Agapornis fischeri,Fischers lovebird,,60463,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Agapornis,HLagaFisc1,GCA_051622115.1,NCBI,AgFisc1.0,Chromosome,2025-07-30,Southwest University,64946157,75117306,,,
Agapornis_lilianae__Lilians_lovebird__HLagaLili1__GCA_035222285.1,Agapornis lilianae,Lilians lovebird,,60464,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Agapornis,HLagaLili1,GCA_035222285.1,NCBI,ASM3522228v1,Scaffold,2024-01-08,Iridian Genomes,15867,27332,,,
Agapornis_nigrigenis__black-cheeked_lovebird__HLagaNigr1__GCA_035041115.1,Agapornis nigrigenis,black-cheeked lovebird,,60465,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Agapornis,HLagaNigr1,GCA_035041115.1,NCBI,ASM3504111v1,Scaffold,2024-01-03,Iridian Genomes,66169,81463,,,
Agapornis_personatus__Yellow-collared_lovebird__HLagaPers1__GCA_034783155.1,Agapornis personatus,Yellow-collared lovebird,Agapornis personata,60466,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Agapornis,HLagaPers1,GCA_034783155.1,NCBI,ASM3478315v1,Scaffold,2023-12-28,Iridian Genomes,15928,27927,,,
Agapornis_roseicollis__peach-faced_lovebird__HLagaRos1__GCA_002631895.1,Agapornis roseicollis,peach-faced lovebird,"rosy-cheeked lovebird,Psittacus roseicollis",60468,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Agapornis,HLagaRos1,GCA_002631895.1,NCBI,ASM263189v1,Scaffold,2017-10-23,North West University,28585,118346,-1.0,-1.0,-1.0
Amazona_aestiva__blue-fronted_amazon__HLamaAes1__GCA_001420675.1,Amazona aestiva,blue-fronted amazon,,12930,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Amazona,HLamaAes1,GCA_001420675.1,NCBI,ASM142067v1,Scaffold,2015-10-30,LNCC,26171,1281105,-1.0,-1.0,-1.0
Amazona_collaria__yellow-billed_parrot__HLamaCol1__GCA_003947215.1,Amazona collaria,yellow-billed parrot,,241587,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Amazona,HLamaCol1,GCA_003947215.1,NCBI,ASM394721v1,Scaffold,2018-12-14,Weill Cornell Medicine,208912,13267695,-1.0,-1.0,-1.0
Amazona_guildingii__Saint_Vincent_amazon__HLamaGui1__GCA_013399615.1,Amazona guildingii,Saint Vincent amazon,,175529,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Amazona,HLamaGui1,GCA_013399615.1,NCBI,ASM1339961v1,Scaffold,2020-07-10,B10K Consortium,61007,275649,-1.0,-1.0,-1.0
Amazona_ochrocephala__Yellow-crowned_parrot__HLamaOchr1A__GCA_039720435.1,Amazona ochrocephala,Yellow-crowned parrot,Psittacus ochrocephalus,151761,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Amazona,HLamaOchr1A,GCA_039720435.1,NCBI,bAmaOch1.hap1,Chromosome,2024-05-24,Vertebrate Genomes Project,14879228,92674118,,,
Amazona_vittata__Puerto_Rican_parrot__amaVit1__GCA_000332375.1,Amazona vittata,Puerto Rican parrot,Psittacus vittatus,241585,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Amazona,amaVit1,GCA_000332375.1,NCBI,AV1,Scaffold,2013-01-22,Puerto Rican Parrot Genome Project,6904,19239,-1.0,-1.0,-1.0
Anodorhynchus_hyacinthinus__hyacinth_macaw__HLanoHya1__GCA_009936445.1,Anodorhynchus hyacinthinus,hyacinth macaw,"Psittacus hyacinthinus,Anodorhynchus hyancinthus,Anodorhynchus hyacinthus",51900,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Anodorhynchus,HLanoHya1,GCA_009936445.1,NCBI,ASM993644v1,Scaffold,2020-01-27,IRIDIAN GENOMES,88936,3229032,-1.0,-1.0,-1.0
Ara_ararauna__blue-and-yellow_macaw__HLaraAra1__GCA_010014805.1,Ara ararauna,blue-and-yellow macaw,blue and gold macaw,9226,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Ara,HLaraAra1,GCA_010014805.1,NCBI,ASM1001480v1,Scaffold,2020-01-30,IRIDIAN GENOMES,128137,2859019,-1.0,-1.0,-1.0
Ara_ararauna__Blue-and-yellow_macaw__HLaraArar2A__GCA_028858755.1,Ara ararauna,Blue-and-yellow macaw,"Psittacus ararauna,blue and gold macaw",9226,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Ara,HLaraArar2A,GCA_028858755.1,NCBI,bAraAra1.hap1,Chromosome,2023-02-24,Vertebrate Genomes Project,38811057,110438430,,,
Ara_chloropterus__red-and-green_macaw__HLaraChl1__GCA_010014725.1,Ara chloropterus,red-and-green macaw,"green-winged macaw,Ara chloroptera",176013,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Ara,HLaraChl1,GCA_010014725.1,NCBI,ASM1001472v1,Scaffold,2020-01-30,IRIDIAN GENOMES,1535524,33226762,-1.0,-1.0,-1.0
Ara_glaucogularis__Blue-throated_macaw__HLaraGla2__GCA_013433245.1,Ara glaucogularis,Blue-throated macaw,"Ara caninde,Caninde macaw,blue throated macaw",303304,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Ara,HLaraGla2,GCA_013433245.1,NCBI,TAMU_Btm_v1.0,Scaffold,2020-07-21,Texas A&M University,11243935,63877199,-1.0,-1.0,-1.0
Ara_militaris__military_macaw__HLaraMil1__GCA_010015965.1,Ara militaris,military macaw,,57237,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Ara,HLaraMil1,GCA_010015965.1,NCBI,ASM1001596v1,Scaffold,2020-01-30,IRIDIAN GENOMES,177519,4054913,-1.0,-1.0,-1.0
Ara_rubrogenys__red-fronted_macaw__HLaraRub1__GCA_917880015.2,Ara rubrogenys,red-fronted macaw,,467030,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Ara,HLaraRub1,GCA_917880015.2,NCBI,bAraRub1_ORGONE04,Scaffold,2022-01-30,IBE (Institut de Biologia Evolutiva),46382249,46382249,-1.0,-1.0,-1.0
Aratinga_solstitialis__sun_parakeet__HLaraSol1__GCA_902168055.1,Aratinga solstitialis,sun parakeet,"Psittacus solstitialis,sun conure,Aratinga solstitialis solstitialis",176015,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Aratinga,HLaraSol1,GCA_902168055.1,NCBI,ARATINGA-SOLSTITIALIS-ASSEMBLY-PRJEB33153,Scaffold,2019-11-14,INSTITUT DE BIOLOGIA EVOLUTIVA (CSIC-UPF),236229,16980747,-1.0,-1.0,-1.0
Aratinga_weddellii__Weddells_conure__HLaraWed1__GCA_009867205.1,Aratinga weddellii,Weddells conure,Aratinga weddelli,190661,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Aratinga,HLaraWed1,GCA_009867205.1,NCBI,ASM986720v1,Scaffold,2020-01-14,IRIDIAN GENOMES,124592,9081201,-1.0,-1.0,-1.0
Cyanoliseus_patagonus__Burrowing_parakeet__HLcyaPata1__GCA_025629865.1,Cyanoliseus patagonus,Burrowing parakeet,Psittacus patagonus,309862,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Cyanoliseus,HLcyaPata1,GCA_025629865.1,NCBI,ASM2562986v1,Scaffold,2022-10-08,Iridian Genomes,11117,23079,,,
Diopsittaca_nobilis__Red-shouldered_macaw__HLdioNobi1__GCA_024337085.1,Diopsittaca nobilis,Red-shouldered macaw,"Psittacus nobilis,Ara nobilis",178888,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Diopsittaca,HLdioNobi1,GCA_024337085.1,NCBI,ASM2433708v1,Scaffold,2022-07-20,Iridian Genomes,20970,31393,,,
Eclectus_roratus__Eclectus_parrot__HLeclRor1__GCA_011763535.1,Eclectus roratus,Eclectus parrot,"Electus roratus,Lorius roratus",176024,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Eclectus,HLeclRor1,GCA_011763535.1,NCBI,ASM1176353v1,Scaffold,2020-03-27,IRIDIAN GENOMES,86912,3064750,-1.0,-1.0,-1.0
Eupsittula_pertinax__brown-throated_parakeet__HLeupPer1__GCA_011317185.1,Eupsittula pertinax,brown-throated parakeet,Aratinga pertinax,492513,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Eupsittula,HLeupPer1,GCA_011317185.1,NCBI,ASM1131718v1,Scaffold,2020-03-16,IRIDIAN GENOMES,70940,9066519,-1.0,-1.0,-1.0
Guaruba_guarouba__Golden_parakeet__HLguaGua1__GCA_011800095.1,Guaruba guarouba,Golden parakeet,Aratinga guarouba,51906,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Guaruba,HLguaGua1,GCA_011800095.1,NCBI,ASM1180009v1,Scaffold,2020-03-31,IRIDIAN GENOMES,126760,9320406,-1.0,-1.0,-1.0
Guaruba_guarouba__Golden_parakeet__HLguaGuar2__GCA_045345405.1,Guaruba guarouba,Golden parakeet,"Aratinga guarouba,Psittacus guarouba",51906,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Guaruba,HLguaGuar2,GCA_045345405.1,NCBI,bGuaGua1 haplotype 1,Chromosome,2024-12-02,Genomics of Brazilian Biodiversity,33341676,109727540,,,
Lathamus_discolor__Swift_parrot__HLlatDis1A__GCF_037157495.1,Lathamus discolor,Swift parrot,Psittacus discolor,678569,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Lathamus,HLlatDis1A,GCF_037157495.1,NCBI,bLatDis1.hap1,Chromosome,2024-03-15,Vertebrate Genomes Project,19972387,126105786,-1.0,-1.0,-1.0
Lathamus_discolor__Swift_parrot__HLlatDis1B__GCA_037157625.1,Lathamus discolor,Swift parrot,Psittacus discolor,678569,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Lathamus,HLlatDis1B,GCA_037157625.1,NCBI,bLatDis1.hap2,Chromosome,2024-03-15,Vertebrate Genomes Project,25138706,129024758,-1.0,-1.0,-1.0
Loriculus_galgulus__blue-crowned_hanging_parrot__HLlorGal1__GCA_046563285.1,Loriculus galgulus,blue-crowned hanging parrot,,60471,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Loriculus,HLlorGal1,GCA_046563285.1,https://www.biorxiv.org/content/10.1101/2024.08.30.610474v1,,,2020-10-27,,27690191,71382169,-1.0,-1.0,-1.0
Myiopsitta_monachus__monk_parakeet__HLmyiMon2__GCA_017639245.1,Myiopsitta monachus,monk parakeet,"Myiopsitta monacha,Psittacus monachus",176066,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Myiopsitta,HLmyiMon2,GCA_017639245.1,NCBI,MMon_1.0,Chromosome,2021-03-30,University of Vienna,22647286,75716676,-1.0,-1.0,-1.0
Neophema_chrysogaster__Orange-bellied_parrot__HLneoChry1__GCA_047054915.1,Neophema chrysogaster,Orange-bellied parrot,Psittacus chrysogaster,678581,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Neophema,HLneoChry1,GCA_047054915.1,NCBI,bNeochry1.pri.20230906,Scaffold,2025-01-23,The University of Sydney,7607663,104053508,,,
Neopsephotus_bourkii__Bourkes_parrot__HLneoBou1__GCF_033783945.1,Neopsephotus bourkii,Bourkes parrot,"Neophema bourkii,Euphema bourkii",309878,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Neopsephotus,HLneoBou1,GCF_033783945.1,NCBI,CSIRO-AGI_Nbou_v1,Scaffold,2023-11-17,CSIRO Applied Genomics Initiative,4340454,4953402,-1.0,-1.0,-1.0
Nestor_notabilis__Kea__HLnesNot1__GCA_000696875.1,Nestor notabilis,Kea,Nestor notabilis notabilis,176057,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Nestor,HLnesNot1,GCA_000696875.1,NCBI,ASM69687v1,Scaffold,2014-06-05,BGI,26546,61475,-1.0,-1.0,-1.0
Pezoporus_flaviventris__Western_Ground_Parrot__HLpezFla1__GCF_033815535.1,Pezoporus flaviventris,Western Ground Parrot,"Pezoporus wallicus flaviventris North, 1911,Pezoporus wallicus flaviventris",889875,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Pezoporus,HLpezFla1,GCF_033815535.1,NCBI,CSIRO_AGI_Pfla_v1,Contig,2023-11-20,CSIRO Applied Genomics Initiative,20284492,20284492,-1.0,-1.0,-1.0
Pezoporus_occidentalis__Night_parrot__HLpezOcc1__GCF_034315485.1,Pezoporus occidentalis,Night parrot,Geopsittacus occidentalis,407982,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Pezoporus,HLpezOcc1,GCF_034315485.1,NCBI,CSIRO_AGI_Poc_V1,Contig,2023-12-12,CSIRO Applied Genomics Initiative,5079322,5079322,-1.0,-1.0,-1.0
Pezoporus_wallicus__Ground_parrot__HLpezWal1__GCF_028554395.1,Pezoporus wallicus,Ground parrot,,35540,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Pezoporus,HLpezWal1,GCF_028554395.1,NCBI,APGP_CSIRO_Pwel_v1,Contig,2023-02-08,Rahul Vivek Rane,3815874,3815874,-1.0,-1.0,-1.0
Pionus_senilis__white-capped_parrot__HLpioSen1__GCA_011762725.1,Pionus senilis,white-capped parrot,white-crowned parrot,30456,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Pionus,HLpioSen1,GCA_011762725.1,NCBI,ASM1176272v1,Scaffold,2020-03-27,IRIDIAN GENOMES,96461,17611112,-1.0,-1.0,-1.0
Platycercus_elegans_elegans__Crimson_rosella__HLplaElegEle1__GCA_051527235.1,Platycercus elegans elegans,Crimson rosella,Psittacus elegans,3394934,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Platycercus; Platycercus elegans,HLplaElegEle1,GCA_051527235.1,NCBI,ASM5152723v1,Scaffold,2025-07-24,Australian Research Council,174443,5296303,,,
Psittacula_echo__Mauritius_parakeet__HLpsiEch1__GCA_963264785.1,Psittacula echo,Mauritius parakeet,"Palaeornis echo,Psittacula eques echo",232653,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Psittacula,HLpsiEch1,GCA_963264785.1,NCBI,bPsiEch3.1,Chromosome,2023-08-20,WELLCOME SANGER INSTITUTE,5922112,106987384,-1.0,-1.0,-1.0
Psittacula_krameri__Rose-ringed_parakeet__HLpsiKra1__GCA_002870145.1,Psittacula krameri,Rose-ringed parakeet,"Ring-necked Parakeet,Psittacus krameri",9228,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Psittacula,HLpsiKra1,GCA_002870145.1,NCBI,P.krameri1.0,Scaffold,2018-01-09,DICE,23132,1191622,-1.0,-1.0,-1.0
Psittacus_erithacus__grey_parrot__HLpsiEri1__GCA_009867235.1,Psittacus erithacus,grey parrot,African gray parrot,57247,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Psittacus,HLpsiEri1,GCA_009867235.1,NCBI,ASM986723v1,Scaffold,2020-01-14,IRIDIAN GENOMES,175666,6797924,-1.0,-1.0,-1.0
Psittacus_timneh__Timneh_parrot__HLpsiTim1__GCA_009867315.1,Psittacus timneh,Timneh parrot,Psittacus erithacus timneh,1549196,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Psittacus,HLpsiTim1,GCA_009867315.1,NCBI,ASM986731v1,Scaffold,2020-01-14,IRIDIAN GENOMES,239765,13646571,-1.0,-1.0,-1.0
Pyrrhura_cruentata__Blue-throated_parakeet__HLpyrCru1__GCA_016545565.1,Pyrrhura cruentata,Blue-throated parakeet,,311901,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Pyrrhura,HLpyrCru1,GCA_016545565.1,NCBI,ASM1654556v1,Scaffold,2021-01-06,IRIDIAN GENOMES,100025,11488115,-1.0,-1.0,-1.0
Pyrrhura_frontalis__maroon-bellied_parakeet__HLpyrFro1__GCA_010014865.1,Pyrrhura frontalis,maroon-bellied parakeet,,211511,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Pyrrhura,HLpyrFro1,GCA_010014865.1,NCBI,ASM1001486v1,Scaffold,2020-01-30,IRIDIAN GENOMES,86226,18208294,-1.0,-1.0,-1.0
Pyrrhura_griseipectus__Gray-breasted_parakeet__HLpyrGri1__GCA_010014965.1,Pyrrhura griseipectus,Gray-breasted parakeet,,311890,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Pyrrhura,HLpyrGri1,GCA_010014965.1,NCBI,ASM1001496v1,Scaffold,2020-01-30,IRIDIAN GENOMES,57804,4077983,-1.0,-1.0,-1.0
Pyrrhura_lepida__Pearly_parakeet__HLpyrLep1__GCA_015163975.1,Pyrrhura lepida,Pearly parakeet,Sittace lepida,311896,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Pyrrhura,HLpyrLep1,GCA_015163975.1,NCBI,ASM1516397v1,Scaffold,2020-11-01,IRIDIAN GENOMES,70170,2531370,-1.0,-1.0,-1.0
Pyrrhura_molinae__Green-cheeked_parakeet__HLpyrMol1__GCA_011763355.1,Pyrrhura molinae,Green-cheeked parakeet,Conurus molinae,311895,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Pyrrhura,HLpyrMol1,GCA_011763355.1,NCBI,ASM1176335v1,Scaffold,2020-03-27,IRIDIAN GENOMES,82819,4671993,-1.0,-1.0,-1.0
Pyrrhura_perlata__Crimson_bellied_conure__HLpyrPer1__GCA_011763455.1,Pyrrhura perlata,Crimson bellied conure,,311897,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Pyrrhura,HLpyrPer1,GCA_011763455.1,NCBI,ASM1176345v1,Scaffold,2020-03-27,IRIDIAN GENOMES,101886,3731728,-1.0,-1.0,-1.0
Strigops_habroptila__Kakapo__HLstrHab1__GCA_004027225.1,Strigops habroptila,Kakapo,"Strigops habroptilis,Strigops habroptilus,owl parrot",2489341,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Strigops,HLstrHab1,GCA_004027225.1,NCBI,bStrHab1_v1.p,Chromosome,2019-01-18,Vertebrate Genomes Project,9454100,83147210,-1.0,-1.0,-1.0
Lorius_garrulus__chattering_lory__HLlorGar1__GCA_010014925.1,Lorius garrulus,chattering lory,,13114,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittaculidae; Loriini; Lorius,HLlorGar1,GCA_010014925.1,NCBI,ASM1001492v1,Scaffold,2020-01-30,IRIDIAN GENOMES,122760,5420790,-1.0,-1.0,-1.0
Psitteuteles_goldiei__Goldies_lorikeet__HLpsiGol1__GCA_010014875.1,Psitteuteles goldiei,Goldies lorikeet,,176074,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittaculidae; Loriini; Psitteuteles,HLpsiGol1,GCA_010014875.1,NCBI,ASM1001487v1,Scaffold,2020-01-30,IRIDIAN GENOMES,486424,19094663,-1.0,-1.0,-1.0
Trichoglossus_moluccanus__rainbow_lorikeet__HLtriMol2__GCA_041053225.1,Trichoglossus moluccanus,rainbow lorikeet,Trichoglossus haematodus moluccanus,1549204,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittaculidae; Loriini; Trichoglossus,HLtriMol2,GCA_041053225.1,https://www.biorxiv.org/content/10.1101/2024.08.30.610474v1,,,2020-03-02,,91449,72769352,-1.0,-1.0,-1.0
Melopsittacus_undulatus__budgerigar__HLmelUnd2__GCA_012275295.1,Melopsittacus undulatus,budgerigar,,13146,Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittaculidae; Melopsittacus,HLmelUnd2,GCA_012275295.1,NCBI,bMelUnd1.mat.Z,Chromosome,2020-04-13,Vertebrate Genomes Project,16636420,104092594,-1.0,-1.0,-1.0
Buceros_rhinoceros_silvestris__Rhinoceros_hornbill__bucRhi1__GCF_000710305.1,Buceros rhinoceros silvestris,Rhinoceros hornbill,,175836,Aves; Neognathae; Neoaves; Telluraves; Coraciimorphae; Bucerotiformes; Bucerotidae; Buceros; Buceros rhinoceros,bucRhi1,GCF_000710305.1,NCBI,ASM71030v1,Scaffold,2014-06-25,BGI,14587,53203,-1.0,-1.0,-1.0
Tockus_deckeni__Von_der_Deckens_hornbill__HLtocDeck1__GCA_046766075.1,Tockus deckeni,Von der Deckens hornbill,Buceros deckeni,175819,Aves; Neognathae; Neoaves; Telluraves; Coraciimorphae; Bucerotiformes; Bucerotidae; Tockus,HLtocDeck1,GCA_046766075.1,NCBI,ASM4676607v1,Scaffold,2025-01-19,Iridian Genomes,30912,39430287,,,
Bucorvus_abyssinicus__Abyssinian_ground-hornbill__HLbucAby1__GCA_009769605.1,Bucorvus abyssinicus,Abyssinian ground-hornbill,,153643,Aves; Neognathae; Neoaves; Telluraves; Coraciimorphae; Bucerotiformes; Bucorvidae; Bucorvus,HLbucAby1,GCA_009769605.1,NCBI,bBucAby1.pri,Chromosome,2019-12-23,Vertebrate Genomes Project,12039478,40274051,-1.0,-1.0,-1.0
Bucorvus_leadbeateri__Southern_ground_hornbill__HLbucLead1__GCA_042477495.1,Bucorvus leadbeateri,Southern ground hornbill,"Buceros leadbeateri,Bucorvus leadbeateri cafer,Bucorvus cafer",155086,Aves; Neognathae; Neoaves; Telluraves; Coraciimorphae; Bucerotiformes; Bucorvidae; Bucorvus,HLbucLead1,GCA_042477495.1,NCBI,bBucLead,Chromosome,2024-10-03,University of the Witwatersrand,574159,40451533,,,
Phoeniculus_purpureus__Green_woodhoopoe__HLphoPurp1__GCA_028565055.1,Phoeniculus purpureus,Green woodhoopoe,Promerops purpureus,113189,Aves; Neognathae; Neoaves; Telluraves; Coraciimorphae; Bucerotiformes; Phoeniculidae; Phoeniculus,HLphoPurp1,GCA_028565055.1,NCBI,ASM2856505v1,Scaffold,2023-02-09,Iridian Genomes,21039,18627729,,,
