Species,Common_Name,Directory_Name,NCBI_Accession,Assembly_Status,Contig_N50,Scaffold_N50,Intact_ORFs
Falco eleonorae,Eleonoras falcon,Falco_eleonorae__Eleonoras_falcon__HLfalEleo1__GCA_045787805.1,GCA_045787805.1,Scaffold,205385,26400415,
Falco naumanni,lesser kestrel,Falco_naumanni__lesser_kestrel__HLfalNau1__GCF_017639655.2,GCF_017639655.2,Chromosome,13754753,91761059,
Falco pelegrinoides,Barbary falcon,Falco_pelegrinoides__Barbary_falcon__HLfalPel1__GCA_024432695.1,GCA_024432695.1,Scaffold,127856,26062782,
Falco peregrinus,peregrine falcon,Falco_peregrinus__peregrine_falcon__HLfalPer3__GCA_023634155.1,GCA_023634155.1,Chromosome,15744644,93682670,
Falco punctatus,Mauritius kestrel,Falco_punctatus__Mauritius_kestrel__HLfalPunc1__GCA_963210335.1,GCA_963210335.1,Chromosome,4755657,92385878,
Falco rusticolus,gyrfalcon,Falco_rusticolus__gyrfalcon__HLfalRus1__GCA_015220075.1,GCA_015220075.1,Chromosome,15323486,91094845,
Falco sparverius,American kestrel,Falco_sparverius__American_kestrel__HLfalSpar1__GCA_034782035.1,GCA_034782035.1,Scaffold,3001,37382377,
Falco tinnunculus,common kestrel,Falco_tinnunculus__common_kestrel__HLfalTin1__GCA_010332995.1,GCA_010332995.1,Scaffold,37053,21232185,
Falcunculus frontatus,Eastern shriketit,Falcunculus_frontatus__Eastern_shriketit__HLfalFro1__GCA_013398115.1,GCA_013398115.1,Scaffold,150458,1193676,
Felis catus,Domestic cat,Felis_catus__Domestic_cat__HLfelCatu10__GCA_051911835.1,GCA_051911835.1,Complete Genome,149421202,149421202,15065.0
Felis chaus,jungle cat,Felis_chaus__jungle_cat__HLfelCha1__GCA_019924945.1,GCA_019924945.1,Chromosome,91188488,148552997,15066.0
Felis nigripes,black-footed cat,Felis_nigripes__black-footed_cat__HLfelNig2,DNA Zoo Consortium,,50376,139656774,14161.0
Ficedula albicilla,Taiga flycatcher,Ficedula_albicilla__Taiga_flycatcher__HLficAlbi1__GCA_045788055.1,GCA_045788055.1,Scaffold,138453,8770596,
Ficedula albicollis,Collared flycatcher,Ficedula_albicollis__Collared_flycatcher__ficAlb2__GCF_000247815.1,GCF_000247815.1,Chromosome,410964,6542656,
Ficedula hypoleuca,European pied flycatcher,Ficedula_hypoleuca__European_pied_flycatcher__HLficHypo1__GCA_045784345.1,GCA_045784345.1,Scaffold,141933,7111233,
Florisuga fusca,black jacobin,Florisuga_fusca__black_jacobin__HLfloFus1__GCA_038090715.1,GCA_038090715.1,,197428,23868549,
Formicarius rufipectus,Rufous breasted antthrush,Formicarius_rufipectus__Rufous_breasted_antthrush__HLforRuf1__GCA_013399695.1,GCA_013399695.1,Scaffold,79409,836584,
Fratercula arctica,Atlantic puffin,Fratercula_arctica__Atlantic_puffin__HLfraArc1__GCA_905066775.2,GCA_905066775.2,Scaffold,98300,105661561,
Fratercula cirrhata,tufted puffin,Fratercula_cirrhata__tufted_puffin__HLfraCirr1__GCA_014363165.1,GCA_014363165.1,Scaffold,19680,54950,
Fregata magnificens,Magnificent frigatebird,Fregata_magnificens__Magnificent_frigatebird__HLfreMag1__GCA_013389945.1,GCA_013389945.1,Scaffold,35511,145412,
Fringilla coelebs,Chaffinch,Fringilla_coelebs__Chaffinch__HLfriCoel2__GCA_963513975.1,GCA_963513975.1,Chromosome,3733973,73246393,
Fringilla coelebs coelebs,chaffinch,Fringilla_coelebs_coelebs__chaffinch__HLfriCoeCoe1__GCA_015532645.1,GCA_015532645.1,Chromosome,67082,68853404,
Fukomys anselli,Ansells mole-rat,Fukomys_anselli__Ansells_mole-rat__HLfukAnse1__GCA_053478225.1,GCA_053478225.1,Chromosome,21598940,72399386,14817.0
Fukomys damarensis,Damara mole-rat,Fukomys_damarensis__Damara_mole-rat__HLfukDam2__GCA_012274545.1,GCA_012274545.1,Scaffold,44756,62586000,13573.0
Fulica atra,Eurasian coot,Fulica_atra__Eurasian_coot__HLfulAtr1__GCA_013372525.1,GCA_013372525.1,Scaffold,246158,6390841,
Fulmarus glacialis,Northern fulmar,Fulmarus_glacialis__Northern_fulmar__fulGla1__GCF_000690835.1,GCF_000690835.1,Scaffold,25926,47208,
Fulvetta ruficapilla,Spectacled fulvetta,Fulvetta_ruficapilla__Spectacled_fulvetta__HLfulRufi1__GCA_042477295.1,GCA_042477295.1,Scaffold,18795193,75915673,
Furnarius figulus,Wing banded hornero,Furnarius_figulus__Wing_banded_hornero__HLfurFig1__GCA_013397465.1,GCA_013397465.1,Scaffold,55547,650940,
Furnarius rufus,Rufous hornero,Furnarius_rufus__Rufous_hornero__HLfurRuf1__GCA_041053205.1,GCA_041053205.1,,90354,12397575,
Galago moholi,Moholi bushbaby,Galago_moholi__Moholi_bushbaby__HLgalMoh1__GCA_023783435.1,GCA_023783435.1,Contig,583552,583552,12907.0
Galago senegalensis,Senegal galago,Galago_senegalensis__Senegal_galago__HLgalSen1__GCA_963575145.1,GCA_963575145.1,Scaffold,30883,30883,12176.0
Galbula dea,Paradise jacamar,Galbula_dea__Paradise_jacamar__HLgalDea1__GCA_013399015.1,GCA_013399015.1,Scaffold,251170,1175606,
Galemys pyrenaicus,Pyrenean desman,Galemys_pyrenaicus__Pyrenean_desman__HLgalPyr1__GCA_019455555.1,GCA_019455555.1,Scaffold,64544,8503682,14752.0
Galeopterus variegatus,Sunda flying lemur,Galeopterus_variegatus__Sunda_flying_lemur__HLgalVar2__GCA_004027255.2,GCA_004027255.2,Scaffold,34666,7885395,14621.0
Gallinula chloropus,Common moorhen,Gallinula_chloropus__Common_moorhen__HLgalChl1A__GCA_964237585.1,GCA_964237585.1,Chromosome,3673000,90336355,
Gallus gallus,chicken,Gallus_gallus__chicken__HLgalGal7__GCF_016699485.2,GCF_016699485.2,Chromosome,18834961,90861225,
Gardnerycteris keenani,Keenans Hairy-nosed Bat,Gardnerycteris_keenani__Keenans_Hairy-nosed_Bat__HLgarKeen1B__GCA_050655445.1,GCA_050655445.1,Chromosome,85586699,178810477,14324.0
Gasterosteus aculeatus aculeatus,three-spined stickleback,Gasterosteus_aculeatus_aculeatus__three-spined_stickleback__HLgasAcu2__GCF_016920845.1,GCF_016920845.1,Chromosome,485752,20445003,
Gavia stellata,Red-throated loon,Gavia_stellata__Red-throated_loon__HLgavStel3B__GCF_030936135.1,GCF_030936135.1,Chromosome,13765203,50637386,
Gelochelidon nilotica,Gull-billed tern,Gelochelidon_nilotica__Gull-billed_tern__HLgelNilo1__GCA_045787485.1,GCA_045787485.1,Scaffold,233686,16281963,
Geococcyx californianus,"greater roadrunner,roadrunner",Geococcyx_californianus__greater_roadrunner__HLgeoCal1__GCA_013389885.1,GCA_013389885.1,Scaffold,47040,59473,
Geomys bursarius,Plains pocket gopher,Geomys_bursarius__Plains_pocket_gopher__HLgeoBur1__GCA_040207655.1,GCA_040207655.1,Scaffold,11757861,13070852,14710.0
Geospiza fortis,medium ground-finch,Geospiza_fortis__medium_ground-finch__geoFor1__GCF_000277835.1,GCF_000277835.1,Scaffold,30521,5255844,
Geothlypis philadelphia,Mourning warbler,Geothlypis_philadelphia__Mourning_warbler__HLgeoPhil1__GCA_051175835.1,GCA_051175835.1,Contig,5709434,5709434,
Geothlypis trichas,common yellowthroat,Geothlypis_trichas__common_yellowthroat__HLgeoTri1__GCA_009764595.1,GCA_009764595.1,Chromosome,3247339,72541719,
Giraffa camelopardalis,giraffe,Giraffa_camelopardalis__giraffe__HLgirCam2,DNA Zoo Consortium,,45664,154205505,14191.0
Giraffa camelopardalis antiquorum,Kordofan giraffe,Giraffa_camelopardalis_antiquorum__Kordofan_giraffe__HLgirCamAnt3__GCA_018282235.1,GCA_018282235.1,Scaffold,228443,27504022,14823.0
Giraffa camelopardalis rothschildi,giraffe,Giraffa_camelopardalis_rothschildi__giraffe__HLgirCamRot3__GCA_017591445.1,GCA_017591445.1,Chromosome,11323477,158234173,13363.0
Giraffa tippelskirchi,Masai giraffe,Giraffa_tippelskirchi__Masai_giraffe__HLgirTipp3__GCF_054371585.1,GCF_054371585.1,Complete Genome,166642423,166642423,15064.0
Glareola pratincola,Collared pratincole,Glareola_pratincola__Collared_pratincole__HLglaPra1__GCA_013401295.1,GCA_013401295.1,Scaffold,39898,411631,
Glaucidium brasilianum,ferruginous pygmy-owl,Glaucidium_brasilianum__ferruginous_pygmy-owl__HLglaBra1__GCA_013399595.1,GCA_013399595.1,Scaffold,74988,1600682,
Glaucomys volans,southern flying squirrel,Glaucomys_volans__southern_flying_squirrel__HLglaVol1__GCA_020662805.1,GCA_020662805.1,Scaffold,75533,452493,14428.0
Glis glis,Fat dormouse,Glis_glis__Fat_dormouse__HLgliGli1__GCA_004027185.1,GCA_004027185.1,Scaffold,26062,30338,12736.0
Globicephala melas,long-finned pilot whale,Globicephala_melas__long-finned_pilot_whale__HLgloMel3__GCA_963455315.1,GCA_963455315.1,Chromosome,3290841,105087932,14642.0
Glyptemys insculpta,Wood turtle,Glyptemys_insculpta__Wood_turtle__HLglyInsc1__GCA_032172135.1,GCA_032172135.1,Scaffold,95749198,144216551,
Gopherus agassizii,Agassizs desert tortoise,Gopherus_agassizii__Agassizs_desert_tortoise__HLgopAga1__GCA_002896415.1,GCA_002896415.1,Scaffold,43735,228109,
Gopherus evgoodei,Goodes thornscrub tortoise,Gopherus_evgoodei__Goodes_thornscrub_tortoise__HLgopEvg1__GCF_007399415.2,GCF_007399415.2,Chromosome,13026736,147425149,
Gopherus flavomarginatus,Mexican gopher tortoise,Gopherus_flavomarginatus__Mexican_gopher_tortoise__HLgopFlav1__GCF_025201925.1,GCF_025201925.1,Chromosome,6917139,162938067,
Gorilla beringei,Eastern gorilla,Gorilla_beringei__Eastern_gorilla__HLgorBer1__GCA_963575185.1,GCA_963575185.1,Scaffold,54617,54617,13265.0
Gorilla gorilla,western gorilla,Gorilla_gorilla__western_gorilla__HLgorGor7__GCA_029281585.3,GCA_029281585.3,,150804130,150804130,15126.0
Gorilla gorilla gorilla,western lowland gorilla,Gorilla_gorilla_gorilla__western_lowland_gorilla__gorGor6__GCF_008122165.1,GCF_008122165.1,Chromosome,9522971,26116462,14599.0
Gorsachius goisagi,Japanese night-heron,Gorsachius_goisagi__Japanese_night-heron__HLgorGoi1__GCA_018403395.1,GCA_018403395.1,Scaffold,42983,73010,
Gorsachius magnificus,White-eared night heron,Gorsachius_magnificus__White-eared_night_heron__HLgorMagn1__GCA_034008185.1,GCA_034008185.1,Chromosome,18463888,84772300,
Grallaria varia,variegated antpitta,Grallaria_varia__variegated_antpitta__HLgraVar1__GCA_013396735.1,GCA_013396735.1,Scaffold,64146,482390,
Grammomys surdaster,African woodland thicket rat,Grammomys_surdaster__African_woodland_thicket_rat__HLgraSur1__GCA_004785775.1,GCA_004785775.1,Scaffold,51731,8094907,14604.0
Grampus griseus,Rissos dolphin,Grampus_griseus__Rissos_dolphin__HLgraGris2A__GCA_964374135.1,GCA_964374135.1,Chromosome,3106000,107608252,14641.0
Grantiella picta,Painted honeyeater,Grantiella_picta__Painted_honeyeater__HLgraPic1__GCA_013397955.1,GCA_013397955.1,Scaffold,100624,1131194,
Graphiurus murinus,woodland dormouse,Graphiurus_murinus__woodland_dormouse__HLgraMur1__GCA_004027655.1,GCA_004027655.1,Scaffold,22138,28463,11822.0
Graptemys geographica,Map turtle,Graptemys_geographica__Map_turtle__HLgraGeog1__GCA_037349215.2,GCA_037349215.2,Chromosome,83656063,145729234,
Grus americana,Whooping crane,Grus_americana__Whooping_crane__HLgruAmer2__GCF_028858705.1,GCF_028858705.1,Chromosome,28324902,82903739,
Grus grus,Eurasian crane,Grus_grus__Eurasian_crane__HLgruGru1A__GCA_964106855.1,GCA_964106855.1,Chromosome,3365458,83713171,
Grus japonensis,Red-crowned crane,Grus_japonensis__Red-crowned_crane__HLgruJapo1__GCA_045298695.1,GCA_045298695.1,Scaffold,19894845,82897315,
Grus nigricollis,black-necked crane,Grus_nigricollis__black-necked_crane__HLgruNig1__GCA_004360235.1,GCA_004360235.1,Scaffold,17886166,17886166,
Guaruba guarouba,Golden parakeet,Guaruba_guarouba__Golden_parakeet__HLguaGuar2__GCA_045345405.1,GCA_045345405.1,Chromosome,33341676,109727540,
Gubernatrix cristata,Yellow cardinal,Gubernatrix_cristata__Yellow_cardinal__HLgubCris1__GCA_041475435.1,GCA_041475435.1,Contig,26459013,26459013,
Gulo gulo luscus,American wolverine,Gulo_gulo_luscus__American_wolverine__HLgulGulLus2__GCA_024510155.1,GCA_024510155.1,Scaffold,36583552,143980113,15045.0
Gymnobelideus leadbeateri,Leadbeaters possum,Gymnobelideus_leadbeateri__Leadbeaters_possum__HLgymLea2,DNA Zoo Consortium,,493667,317956571,
Gymnogyps californianus,California condor,Gymnogyps_californianus__California_condor__HLgymCal1,DNA Zoo Consortium,,17075248,85346818,
Gymnorhina tibicen,Australian magpie,Gymnorhina_tibicen__Australian_magpie__HLgymTib1__GCA_013399875.1,GCA_013399875.1,Scaffold,140542,1191429,
Gypaetus barbatus,Lammergeier,Gypaetus_barbatus__Lammergeier__HLgypBarb1__GCA_028022735.1,GCA_028022735.1,Chromosome,18064636,52189775,
Gyps africanus,White-backed vulture,Gyps_africanus__White-backed_vulture__HLgypAfri1__GCA_041146915.1,GCA_041146915.1,Scaffold,22038010,22038010,
Gyps himalayensis,Himalayan griffon,Gyps_himalayensis__Himalayan_griffon__HLgypHim1__GCA_021398385.1,GCA_021398385.1,Contig,3972749,3972749,
Haematopus ostralegus,Eurasian oystercatcher,Haematopus_ostralegus__Eurasian_oystercatcher__HLhaeOstr1A__GCA_976988815.1,GCA_976988815.1,Chromosome,4836579,87398943,
Haemorhous mexicanus,House finch,Haemorhous_mexicanus__House_finch__HLhaeMex1__GCF_027477595.1,GCF_027477595.1,Chromosome,16787335,77212160,
Halcyon senegalensis,Woodland kingfisher,Halcyon_senegalensis__Woodland_kingfisher__HLhalSen1__GCA_013397595.1,GCA_013397595.1,Scaffold,95631,2050318,
Haliaeetus albicilla,White-tailed eagle,Haliaeetus_albicilla__White-tailed_eagle__HLhalAlbi3__GCF_947461875.1,GCF_947461875.1,Chromosome,4576000,44398590,
Haliaeetus leucocephalus,bald eagle,Haliaeetus_leucocephalus__bald_eagle__halLeu1__GCF_000737465.1,GCF_000737465.1,Scaffold,105493,9145499,
Haliaeetus pelagicus,Stellers sea-eagle,Haliaeetus_pelagicus__Stellers_sea-eagle__HLhalPel1__GCA_014363185.1,GCA_014363185.1,Scaffold,86631,179278,
Halichoerus grypus,Gray seal,Halichoerus_grypus__Gray_seal__HLhalGryp3A__GCA_964656455.1,GCA_964656455.1,Chromosome,3750431,156124300,14977.0
Hapalemur alaotrensis,Lac Alaotra bamboo lemur,Hapalemur_alaotrensis__Lac_Alaotra_bamboo_lemur__HLhapAlao1__GCA_963574485.1,GCA_963574485.1,Scaffold,36188,36188,13082.0
Harpia harpyja,Harpy eagle,Harpia_harpyja__Harpy_eagle__HLharHarp1__GCF_026419915.1,GCF_026419915.1,Chromosome,16799191,58111031,
Helarctos malayanus,Malayan sun bear,Helarctos_malayanus__Malayan_sun_bear__HLhelMal1,DNA Zoo Consortium,,73286,59704986,14293.0
Heliangelus exortis,tourmaline sunangel,Heliangelus_exortis__tourmaline_sunangel__HLhelExor1A__GCF_036169615.1,GCF_036169615.1,Chromosome,8413062,73898144,
Heliornis fulica,sungrebe,Heliornis_fulica__sungrebe__HLhelFul1__GCA_013399135.1,GCA_013399135.1,Scaffold,53463,389526,
Helogale parvula,dwarf mongoose,Helogale_parvula__dwarf_mongoose__HLhelPar1__GCA_004023845.1,GCA_004023845.1,Scaffold,113567,179119,14277.0
Hemignathus virens,Hawaii amakihi,Hemignathus_virens__Hawaii_amakihi__HLhemVir1__GCA_003286495.1,GCA_003286495.1,Scaffold,23480,69780276,
Hemignathus wilsoni,Akiapolaau,Hemignathus_wilsoni__Akiapolaau__HLhemWil1__GCA_009690805.1,GCA_009690805.1,Scaffold,69851,3340285,
Hemiprocne comata,Whiskered treeswift,Hemiprocne_comata__Whiskered_treeswift__HLhemCom2__GCA_020745705.1,GCA_020745705.1,Chromosome,20531774,91346199,
Herpailurus yagouaroundi,jaguarundi,Herpailurus_yagouaroundi__jaguarundi__HLpumYag1__GCA_014898765.1,GCA_014898765.1,Scaffold,100211,49273425,14523.0
Herpetotheres cachinnans,Laughing falcon,Herpetotheres_cachinnans__Laughing_falcon__HLherCac1__GCA_013399355.1,GCA_013399355.1,Scaffold,61768,1830427,
Heterocephalus glaber,naked mole-rat,Heterocephalus_glaber__naked_mole-rat__HLhetGla5__GCA_944319715.1,GCA_944319715.1,Chromosome,3438577,95752777,12393.0
Heterohyrax brucei,yellow-spotted hyrax,Heterohyrax_brucei__yellow-spotted_hyrax__HLhetBru2__GCA_028571685.1,GCA_028571685.1,Chromosome,78495281,139648372,15034.0
Heteronetta atricapilla,Black headed duck,Heteronetta_atricapilla__Black_headed_duck__HLhetAtr1__GCA_011075105.1,GCA_011075105.1,Chromosome,151401,23364606,
Hexaprotodon liberiensis,pygmy hippopotamus,Hexaprotodon_liberiensis__pygmy_hippopotamus__HLhexLib1__GCA_023065765.1,GCA_023065765.1,Chromosome,20244513,142594368,14602.0
Himantopus himantopus,black-winged stilt,Himantopus_himantopus__black-winged_stilt__HLhimHim2__GCA_013400095.1,GCA_013400095.1,Scaffold,79248,712820,
Himantopus himantopus leucocephalus,black-winged stilt,Himantopus_himantopus_leucocephalus__black-winged_stilt__HLhimHim1__GCA_003993805.1,GCA_003993805.1,Scaffold,36551,99457149,
Hippolais icterina,icterine warbler,Hippolais_icterina__icterine_warbler__HLhipIct1__GCA_013400075.1,GCA_013400075.1,Scaffold,64762,494139,
Hippopotamus amphibius,hippopotamus,Hippopotamus_amphibius__hippopotamus__HLhipAmp4__GCA_023065835.1,GCA_023065835.1,Chromosome,49478000,141669128,14810.0
Hippopotamus amphibius kiboko,Hippopotamus,Hippopotamus_amphibius_kiboko__Hippopotamus__HLhipAmphKib5A__GCF_030028045.1,GCF_030028045.1,Chromosome,50348260,149218186,15014.0
Hipposideros armiger,great roundleaf bat,Hipposideros_armiger__great_roundleaf_bat__HLhipArm1__GCA_001890085.1,GCA_001890085.1,Scaffold,39863,2328177,12552.0
Hipposideros galeritus,Cantors roundleaf bat,Hipposideros_galeritus__Cantors_roundleaf_bat__HLhipGal1__GCA_004027415.1,GCA_004027415.1,Scaffold,33704,37985,13581.0
Hipposideros larvatus,Intermediate roundleaf bat,Hipposideros_larvatus__Intermediate_roundleaf_bat__HLhipLar2__GCA_043727955.1,GCA_043727955.1,,19276934,176501180,15001.0
Hipposideros pendleburyi,Pendleburys leaf-nosed bat,Hipposideros_pendleburyi__Pendleburys_leaf-nosed_bat__HLhipPen1__GCA_021464545.1,GCA_021464545.1,Scaffold,72646,15398518,14523.0
Hippotragus equinus,roan antelope,Hippotragus_equinus__roan_antelope__HLhipEqu1__GCA_016433095.1,GCA_016433095.1,Scaffold,237164,8357620,14652.0
Hippotragus niger niger,sable antelope,Hippotragus_niger_niger__sable_antelope__HLhipNigNig2,DNA Zoo Consortium,,44843,100235793,14704.0
Hirundo rustica,Barn swallow,Hirundo_rustica__Barn_swallow__HLhirRus2__GCA_015227805.1,GCA_015227805.1,Chromosome,2794774,76187387,
Hirundo rustica rustica,Barn swallow,Hirundo_rustica_rustica__Barn_swallow__HLhirRus1__GCA_003692655.1,GCA_003692655.1,Scaffold,6124600,25954216,
Holochilus nanus,Neotropical marsh rat,Holochilus_nanus__Neotropical_marsh_rat__HLholNanu1__GCA_050578075.1,GCA_050578075.1,Scaffold,15080,42754,12897.0
Homo sapiens,human,Homo_sapiens__human__hg38__GCF_000001405.38,GCF_000001405.38,Chromosome,56413054,59364414,
Hoolock leuconedys,eastern hoolock gibbon,Hoolock_leuconedys__eastern_hoolock_gibbon__HLhooLeu1__GCA_023748175.1,GCA_023748175.1,Scaffold,22338800,22338800,11491.0
Hyaena hyaena,striped hyena,Hyaena_hyaena__striped_hyena__HLhyaHya1__GCA_003009895.1,GCA_003009895.1,Scaffold,311202,2001327,14861.0
Hydrobates tethys,Wedge-rumped storm-petrel,Hydrobates_tethys__Wedge-rumped_storm-petrel__HLhydTet1__GCA_013397025.1,GCA_013397025.1,Scaffold,54514,372486,
Hydrochoerus hydrochaeris,capybara,Hydrochoerus_hydrochaeris__capybara__HLhydHyd1__GCA_004027455.1,GCA_004027455.1,Scaffold,148451,202224,14416.0
Hydrodamalis gigas,Stellers sea cow,Hydrodamalis_gigas__Stellers_sea_cow__HLhydGig1__GCA_013391785.1,GCA_013391785.1,Scaffold,1345,1430,2217.0
Hydromedusa tectifera,Argentine snake-necked turtle,Hydromedusa_tectifera__Argentine_snake-necked_turtle__HLhydTec1,MPI-CBG,,63372439,118569001,
Hydromys chrysogaster,Golden-bellied water rat,Hydromys_chrysogaster__Golden-bellied_water_rat__HLhydChr1,DNA Zoo Consortium,,29611,71396319,13288.0
Hydropotes inermis,Chinese water deer,Hydropotes_inermis__Chinese_water_deer__HLhydIne1__GCA_006459105.1,GCA_006459105.1,Scaffold,131446,13818975,14685.0
Hydrurga leptonyx,Leopard seal,Hydrurga_leptonyx__Leopard_seal__HLhydLept1__GCA_050320145.1,GCA_050320145.1,Scaffold,99454515,99454515,15021.0
Hylia prasina,green hylia,Hylia_prasina__green_hylia__HLhylPra1__GCA_013397195.1,GCA_013397195.1,Scaffold,64125,688804,
Hylobates agilis,agile gibbon,Hylobates_agilis__agile_gibbon__HLhylAgi1,DNA Zoo Consortium,,35216,93981261,13081.0
Hylobates moloch,silvery gibbon,Hylobates_moloch__silvery_gibbon__HLhylMol2__GCA_009828535.2,GCA_009828535.2,Scaffold,265822,125196221,14716.0
Hylobates pileatus,pileated gibbon,Hylobates_pileatus__pileated_gibbon__HLhylPil1__GCA_021498465.1,GCA_021498465.1,Chromosome,17385161,131825309,14640.0
Hyperoodon ampullatus,northern bottlenose whale,Hyperoodon_ampullatus__northern_bottlenose_whale__HLhypAmp2__GCA_949752795.1,GCA_949752795.1,Chromosome,3126546,117448692,14560.0
Hypotaenidia okinawae,Okinawa rail,Hypotaenidia_okinawae__Okinawa_rail__HLhypOkin1__GCA_027925045.1,GCA_027925045.1,Scaffold,20705417,101781984,
Hypotaenidia owstoni,Guam rail,Hypotaenidia_owstoni__Guam_rail__HLhypOwst1__GCA_046605145.1,GCA_046605145.1,Contig,35906214,35906214,
Hystrix brachyura,Malayan porcupine,Hystrix_brachyura__Malayan_porcupine__HLhysBra1__GCA_016801275.1,GCA_016801275.1,Scaffold,29439,2980431,14480.0
Hystrix cristata,crested porcupine,Hystrix_cristata__crested_porcupine__HLhysCri1__GCA_004026905.1,GCA_004026905.1,Scaffold,57102,64768,13940.0
Ia io,Great evening bat,Ia_io__Great_evening_bat__HLiaxIox2A__GCA_054824925.1,GCA_054824925.1,Chromosome,22958249,100437821,14686.0
Ibidorhyncha struthersii,Ibisbill,Ibidorhyncha_struthersii__Ibisbill__HLibiStr1__GCA_013398815.1,GCA_013398815.1,Scaffold,64861,514623,
Ichthyaetus audouinii,Audouins gull,Ichthyaetus_audouinii__Audouins_gull__HLichAudo1__GCA_045787045.1,GCA_045787045.1,Scaffold,203005,23132222,
Ictidomys tridecemlineatus,thirteen-lined ground squirrel,Ictidomys_tridecemlineatus__thirteen-lined_ground_squirrel__HLictTri2__GCF_016881025.1,GCF_016881025.1,Chromosome,44127,193221680,14337.0
